order_item_id,order_id,product_id,product_name_x,quantity,unit_price_x,total_price,customer_id,store_id,order_date,order_time,payment_method,order_status,shipping_country,shipping_delay_days,product_name_y,category,unit_price_y,country_cust_country,city,loyalty_member,store_name,store_type,country_store_country
170,148,6,Mocha,1,4.0,4.0,29,37,2021-08-22,01:25:00,Cash,Completed,France,0,Mocha,Coffee,4.0,Italy,City_10,False,CoffeeHouse_37,Kiosk,Colombia
172,150,6,Mocha,1,4.0,4.0,31,50,2022-05-01,20:49:00,Mobile Wallet,Completed,Indonesia,1,Mocha,Coffee,4.0,Colombia,City_249,True,CoffeeHouse_50,Airport,Brazil
174,152,7,Cold Brew,2,3.25,6.5,69,33,2024-10-23,04:19:00,Card,Completed,Vietnam,0,Cold Brew,Coffee,3.25,Spain,City_66,True,CoffeeHouse_33,Retail,Costa Rica
175,152,5,Flat White,1,3.75,3.75,69,33,2024-10-23,04:19:00,Card,Completed,Vietnam,0,Flat White,Coffee,3.75,Spain,City_66,True,CoffeeHouse_33,Retail,Costa Rica
176,153,8,Iced Latte,1,3.75,3.75,183,21,2022-05-22,21:35:00,Cash,Completed,Spain,0,Iced Latte,Coffee,3.75,Costa Rica,City_78,False,CoffeeHouse_21,Airport,France
177,154,6,Mocha,1,4.0,4.0,20,41,2021-07-10,16:39:00,Mobile Wallet,Completed,United States,2,Mocha,Coffee,4.0,UK,City_205,False,CoffeeHouse_41,Retail,Indonesia
178,155,2,Americano,1,2.5,2.5,188,6,2023-07-28,13:34:00,Cash,Completed,Spain,2,Americano,Coffee,2.5,Italy,City_278,True,CoffeeHouse_6,DriveThru,Vietnam
179,156,10,Cortado,1,2.0,2.0,127,18,2022-10-24,23:17:00,Card,Completed,Brazil,0,Cortado,Coffee,2.0,Kenya,City_238,False,CoffeeHouse_18,Airport,Ethiopia
180,156,8,Iced Latte,1,3.75,3.75,127,18,2022-10-24,23:17:00,Card,Completed,Brazil,0,Iced Latte,Coffee,3.75,Kenya,City_238,False,CoffeeHouse_18,Airport,Ethiopia
183,158,3,Latte,1,3.5,3.5,71,6,2024-09-02,21:21:00,Card,Completed,Kenya,0,Latte,Coffee,3.5,Canada,City_209,True,CoffeeHouse_6,DriveThru,Vietnam
184,159,3,Latte,1,3.5,3.5,24,46,2021-07-14,17:43:00,Card,Completed,United States,0,Latte,Coffee,3.5,Ethiopia,City_275,False,CoffeeHouse_46,DriveThru,Italy
185,160,4,Cappuccino,1,3.25,3.25,88,8,2023-05-15,03:29:00,Card,Completed,Honduras,2,Cappuccino,Coffee,3.25,France,City_227,False,CoffeeHouse_8,DriveThru,India
186,161,2,Americano,1,2.5,2.5,36,25,2021-09-30,00:17:00,Cash,Completed,Indonesia,0,Americano,Coffee,2.5,UK,City_113,True,CoffeeHouse_25,Airport,France
187,162,10,Cortado,1,2.0,2.0,185,14,2024-07-10,07:24:00,Online,Completed,Ethiopia,0,Cortado,Coffee,2.0,United States,City_74,True,CoffeeHouse_14,Retail,Costa Rica
188,163,3,Latte,1,3.5,3.5,32,38,2023-02-26,22:00:00,Card,Completed,Canada,1,Latte,Coffee,3.5,Vietnam,City_244,False,CoffeeHouse_38,Kiosk,UK
189,164,5,Flat White,1,3.75,3.75,185,39,2022-08-07,20:42:00,Cash,Completed,Costa Rica,0,Flat White,Coffee,3.75,United States,City_74,True,CoffeeHouse_39,Retail,Peru
191,166,8,Iced Latte,2,3.75,7.5,146,27,2023-01-19,02:29:00,Card,Completed,Colombia,0,Iced Latte,Coffee,3.75,Vietnam,City_77,True,CoffeeHouse_27,Airport,Spain
192,167,5,Flat White,1,3.75,3.75,56,3,2021-05-04,14:27:00,Card,Completed,Colombia,1,Flat White,Coffee,3.75,Vietnam,City_154,True,CoffeeHouse_3,DriveThru,Kenya
193,167,9,Frappuccino,1,4.5,4.5,56,3,2021-05-04,14:27:00,Card,Completed,Colombia,1,Frappuccino,Coffee,4.5,Vietnam,City_154,True,CoffeeHouse_3,DriveThru,Kenya
194,168,9,Frappuccino,2,4.5,9.0,138,40,2021-11-09,05:18:00,Card,Completed,Costa Rica,0,Frappuccino,Coffee,4.5,India,City_111,False,CoffeeHouse_40,DriveThru,Guatemala
195,169,7,Cold Brew,1,3.25,3.25,196,42,2024-10-26,08:08:00,Card,Completed,Colombia,3,Cold Brew,Coffee,3.25,France,City_148,False,CoffeeHouse_42,Kiosk,Vietnam
196,170,3,Latte,1,3.5,3.5,30,30,2024-06-07,04:41:00,Card,Completed,Indonesia,0,Latte,Coffee,3.5,Kenya,City_30,True,CoffeeHouse_30,Kiosk,France
197,171,3,Latte,1,3.5,3.5,89,34,2023-11-26,09:10:00,Mobile Wallet,Completed,Ethiopia,1,Latte,Coffee,3.5,Indonesia,City_44,False,CoffeeHouse_34,Kiosk,France
198,172,10,Cortado,1,2.0,2.0,8,22,2023-05-30,16:56:00,Card,Completed,Honduras,0,Cortado,Coffee,2.0,Germany,City_136,True,CoffeeHouse_22,Retail,Ethiopia
199,173,10,Cortado,1,2.0,2.0,146,11,2023-01-24,03:56:00,Mobile Wallet,Completed,Australia,0,Cortado,Coffee,2.0,Vietnam,City_77,True,CoffeeHouse_11,DriveThru,Mexico
200,174,3,Latte,1,3.5,3.5,4,16,2021-04-05,01:12:00,Card,Completed,Spain,0,Latte,Coffee,3.5,Canada,City_102,False,CoffeeHouse_16,DriveThru,France
202,176,5,Flat White,1,3.75,3.75,133,3,2023-04-02,10:36:00,Card,Completed,Canada,0,Flat White,Coffee,3.75,Mexico,City_114,False,CoffeeHouse_3,DriveThru,Kenya
203,177,10,Cortado,1,2.0,2.0,95,13,2022-08-21,12:34:00,Card,Completed,Italy,7,Cortado,Coffee,2.0,Brazil,City_286,True,CoffeeHouse_13,Kiosk,Vietnam
204,178,1,Espresso,2,1.5,3.0,199,13,2024-01-25,00:48:00,Card,Completed,Honduras,1,Espresso,Coffee,1.5,Kenya,City_196,False,CoffeeHouse_13,Kiosk,Vietnam
206,180,9,Frappuccino,1,4.5,4.5,16,10,2022-07-28,12:42:00,Online,Completed,Colombia,0,Frappuccino,Coffee,4.5,Kenya,City_17,True,CoffeeHouse_10,Airport,Indonesia
209,182,4,Cappuccino,1,3.25,3.25,189,21,2022-10-14,19:57:00,Card,Completed,Ethiopia,0,Cappuccino,Coffee,3.25,Mexico,City_117,True,CoffeeHouse_21,Airport,France
210,183,4,Cappuccino,1,3.25,3.25,120,21,2023-04-13,15:48:00,Card,Completed,Ethiopia,0,Cappuccino,Coffee,3.25,UK,City_125,False,CoffeeHouse_21,Airport,France
212,185,7,Cold Brew,1,3.25,3.25,174,20,2022-06-17,08:31:00,Card,Completed,Ethiopia,2,Cold Brew,Coffee,3.25,Vietnam,City_256,False,CoffeeHouse_20,Retail,Germany
213,185,9,Frappuccino,1,4.5,4.5,174,20,2022-06-17,08:31:00,Card,Completed,Ethiopia,2,Frappuccino,Coffee,4.5,Vietnam,City_256,False,CoffeeHouse_20,Retail,Germany
214,186,4,Cappuccino,1,3.25,3.25,36,8,2021-01-25,13:40:00,Mobile Wallet,Completed,Colombia,0,Cappuccino,Coffee,3.25,UK,City_113,True,CoffeeHouse_8,DriveThru,India
215,187,8,Iced Latte,1,3.75,3.75,67,5,2021-02-14,15:44:00,Card,Completed,UK,0,Iced Latte,Coffee,3.75,Canada,City_5,True,CoffeeHouse_5,DriveThru,Mexico
216,187,2,Americano,2,2.5,5.0,67,5,2021-02-14,15:44:00,Card,Completed,UK,0,Americano,Coffee,2.5,Canada,City_5,True,CoffeeHouse_5,DriveThru,Mexico
217,187,6,Mocha,1,4.0,4.0,67,5,2021-02-14,15:44:00,Card,Completed,UK,0,Mocha,Coffee,4.0,Canada,City_5,True,CoffeeHouse_5,DriveThru,Mexico
218,188,3,Latte,1,3.5,3.5,186,26,2023-10-14,06:23:00,Cash,Completed,France,2,Latte,Coffee,3.5,Colombia,City_241,False,CoffeeHouse_26,Kiosk,UK
219,189,8,Iced Latte,1,3.75,3.75,9,40,2024-06-22,18:47:00,Cash,Completed,Colombia,0,Iced Latte,Coffee,3.75,Costa Rica,City_41,False,CoffeeHouse_40,DriveThru,Guatemala
220,190,4,Cappuccino,1,3.25,3.25,36,27,2022-02-13,18:33:00,Mobile Wallet,Completed,Costa Rica,1,Cappuccino,Coffee,3.25,UK,City_113,True,CoffeeHouse_27,Airport,Spain
221,191,10,Cortado,1,2.0,2.0,92,31,2024-01-21,13:15:00,Card,Completed,United States,0,Cortado,Coffee,2.0,France,City_213,False,CoffeeHouse_31,DriveThru,Honduras
223,193,1,Espresso,1,1.5,1.5,169,16,2022-06-30,07:29:00,Mobile Wallet,Completed,Costa Rica,0,Espresso,Coffee,1.5,Germany,City_256,True,CoffeeHouse_16,DriveThru,France
224,194,6,Mocha,2,4.0,8.0,45,12,2022-04-30,00:57:00,Mobile Wallet,Completed,Honduras,3,Mocha,Coffee,4.0,France,City_282,True,CoffeeHouse_12,Retail,Ethiopia
225,195,8,Iced Latte,1,3.75,3.75,145,10,2024-02-28,03:04:00,Mobile Wallet,Completed,Germany,0,Iced Latte,Coffee,3.75,Italy,City_38,True,CoffeeHouse_10,Airport,Indonesia
226,195,3,Latte,1,3.5,3.5,145,10,2024-02-28,03:04:00,Mobile Wallet,Completed,Germany,0,Latte,Coffee,3.5,Italy,City_38,True,CoffeeHouse_10,Airport,Indonesia
228,197,6,Mocha,2,4.0,8.0,38,38,2021-10-18,12:45:00,Mobile Wallet,Completed,Costa Rica,0,Mocha,Coffee,4.0,Australia,City_122,True,CoffeeHouse_38,Kiosk,UK
229,198,7,Cold Brew,1,3.25,3.25,87,20,2022-10-23,16:37:00,Card,Completed,Indonesia,1,Cold Brew,Coffee,3.25,Mexico,City_147,False,CoffeeHouse_20,Retail,Germany
230,199,10,Cortado,1,2.0,2.0,144,45,2024-06-10,12:54:00,Card,Completed,Mexico,0,Cortado,Coffee,2.0,Guatemala,City_245,False,CoffeeHouse_45,Retail,Australia
231,200,10,Cortado,1,2.0,2.0,187,1,2024-03-19,20:33:00,Online,Completed,Germany,0,Cortado,Coffee,2.0,Colombia,City_169,False,CoffeeHouse_1,DriveThru,Germany
232,201,4,Cappuccino,1,3.25,3.25,145,7,2023-10-14,10:54:00,Mobile Wallet,Completed,Colombia,2,Cappuccino,Coffee,3.25,Italy,City_38,True,CoffeeHouse_7,Kiosk,Peru
233,202,4,Cappuccino,1,3.25,3.25,172,41,2022-11-19,11:57:00,Card,Completed,Ethiopia,1,Cappuccino,Coffee,3.25,Indonesia,City_160,False,CoffeeHouse_41,Retail,Indonesia
234,203,7,Cold Brew,1,3.25,3.25,13,25,2023-06-17,12:55:00,Online,Completed,Costa Rica,0,Cold Brew,Coffee,3.25,India,City_137,True,CoffeeHouse_25,Airport,France
235,204,8,Iced Latte,1,3.75,3.75,123,37,2024-08-26,01:08:00,Card,Completed,Peru,0,Iced Latte,Coffee,3.75,United States,City_216,False,CoffeeHouse_37,Kiosk,Colombia
236,205,2,Americano,1,2.5,2.5,27,5,2022-12-02,03:10:00,Card,Completed,Germany,2,Americano,Coffee,2.5,Mexico,City_260,False,CoffeeHouse_5,DriveThru,Mexico
237,206,7,Cold Brew,1,3.25,3.25,181,2,2023-06-03,06:29:00,Card,Completed,Canada,1,Cold Brew,Coffee,3.25,India,City_123,False,CoffeeHouse_2,DriveThru,Kenya
238,206,2,Americano,1,2.5,2.5,181,2,2023-06-03,06:29:00,Card,Completed,Canada,1,Americano,Coffee,2.5,India,City_123,False,CoffeeHouse_2,DriveThru,Kenya
239,207,2,Americano,1,2.5,2.5,187,35,2022-06-28,19:30:00,Card,Completed,Italy,0,Americano,Coffee,2.5,Colombia,City_169,False,CoffeeHouse_35,DriveThru,Germany
240,208,10,Cortado,1,2.0,2.0,93,1,2023-05-26,03:18:00,Mobile Wallet,Completed,Indonesia,1,Cortado,Coffee,2.0,Italy,City_205,True,CoffeeHouse_1,DriveThru,Germany
241,209,8,Iced Latte,1,3.75,3.75,21,31,2021-08-25,09:02:00,Card,Completed,Canada,0,Iced Latte,Coffee,3.75,Colombia,City_25,True,CoffeeHouse_31,DriveThru,Honduras
242,210,8,Iced Latte,1,3.75,3.75,95,25,2023-01-27,07:43:00,Card,Completed,UK,0,Iced Latte,Coffee,3.75,Brazil,City_286,True,CoffeeHouse_25,Airport,France
243,211,9,Frappuccino,1,4.5,4.5,193,45,2024-09-28,20:07:00,Cash,Completed,Brazil,2,Frappuccino,Coffee,4.5,Indonesia,City_90,False,CoffeeHouse_45,Retail,Australia
244,212,10,Cortado,1,2.0,2.0,134,27,2024-01-02,16:15:00,Online,Completed,Costa Rica,3,Cortado,Coffee,2.0,UK,City_189,False,CoffeeHouse_27,Airport,Spain
245,213,10,Cortado,1,2.0,2.0,183,3,2023-10-26,21:10:00,Cash,Completed,France,0,Cortado,Coffee,2.0,Costa Rica,City_78,False,CoffeeHouse_3,DriveThru,Kenya
246,214,7,Cold Brew,1,3.25,3.25,43,14,2022-01-30,21:24:00,Card,Completed,Germany,0,Cold Brew,Coffee,3.25,Kenya,City_99,True,CoffeeHouse_14,Retail,Costa Rica
247,215,6,Mocha,1,4.0,4.0,187,5,2021-06-28,17:44:00,Card,Completed,United States,1,Mocha,Coffee,4.0,Colombia,City_169,False,CoffeeHouse_5,DriveThru,Mexico
248,216,3,Latte,1,3.5,3.5,160,38,2023-12-07,20:04:00,Card,Completed,Ethiopia,3,Latte,Coffee,3.5,Peru,City_129,True,CoffeeHouse_38,Kiosk,UK
249,217,6,Mocha,1,4.0,4.0,145,50,2021-07-26,09:00:00,Mobile Wallet,Completed,Italy,0,Mocha,Coffee,4.0,Italy,City_38,True,CoffeeHouse_50,Airport,Brazil
250,218,10,Cortado,1,2.0,2.0,122,3,2021-12-19,13:42:00,Card,Completed,Peru,1,Cortado,Coffee,2.0,Canada,City_220,False,CoffeeHouse_3,DriveThru,Kenya
253,220,6,Mocha,1,4.0,4.0,59,9,2022-09-08,03:02:00,Card,Completed,India,3,Mocha,Coffee,4.0,Colombia,City_126,False,CoffeeHouse_9,DriveThru,Australia
254,220,7,Cold Brew,1,3.25,3.25,59,9,2022-09-08,03:02:00,Card,Completed,India,3,Cold Brew,Coffee,3.25,Colombia,City_126,False,CoffeeHouse_9,DriveThru,Australia
255,221,1,Espresso,1,1.5,1.5,105,48,2023-09-20,05:25:00,Mobile Wallet,Completed,Australia,0,Espresso,Coffee,1.5,Italy,City_4,False,CoffeeHouse_48,Retail,Australia
256,222,4,Cappuccino,1,3.25,3.25,200,34,2024-03-10,08:30:00,Card,Completed,Brazil,3,Cappuccino,Coffee,3.25,Mexico,City_12,True,CoffeeHouse_34,Kiosk,France
257,223,7,Cold Brew,1,3.25,3.25,181,13,2022-07-16,04:13:00,Card,Completed,Kenya,0,Cold Brew,Coffee,3.25,India,City_123,False,CoffeeHouse_13,Kiosk,Vietnam
258,224,9,Frappuccino,1,4.5,4.5,153,29,2021-12-30,08:49:00,Card,Completed,Colombia,0,Frappuccino,Coffee,4.5,Mexico,City_17,False,CoffeeHouse_29,Kiosk,Brazil
259,224,3,Latte,1,3.5,3.5,153,29,2021-12-30,08:49:00,Card,Completed,Colombia,0,Latte,Coffee,3.5,Mexico,City_17,False,CoffeeHouse_29,Kiosk,Brazil
260,225,4,Cappuccino,1,3.25,3.25,99,4,2021-11-30,09:11:00,Mobile Wallet,Completed,Australia,0,Cappuccino,Coffee,3.25,Guatemala,City_267,False,CoffeeHouse_4,Retail,Vietnam
261,225,4,Cappuccino,1,3.25,3.25,99,4,2021-11-30,09:11:00,Mobile Wallet,Completed,Australia,0,Cappuccino,Coffee,3.25,Guatemala,City_267,False,CoffeeHouse_4,Retail,Vietnam
262,226,3,Latte,1,3.5,3.5,200,50,2024-10-29,00:17:00,Online,Completed,Germany,2,Latte,Coffee,3.5,Mexico,City_12,True,CoffeeHouse_50,Airport,Brazil
263,227,6,Mocha,1,4.0,4.0,79,46,2024-08-09,07:26:00,Mobile Wallet,Completed,Australia,2,Mocha,Coffee,4.0,Brazil,City_56,False,CoffeeHouse_46,DriveThru,Italy
264,228,6,Mocha,1,4.0,4.0,102,38,2021-07-29,20:16:00,Online,Completed,Mexico,1,Mocha,Coffee,4.0,Costa Rica,City_79,False,CoffeeHouse_38,Kiosk,UK
265,229,5,Flat White,1,3.75,3.75,124,5,2022-11-20,01:56:00,Cash,Completed,Germany,0,Flat White,Coffee,3.75,France,City_79,False,CoffeeHouse_5,DriveThru,Mexico
266,229,5,Flat White,1,3.75,3.75,124,5,2022-11-20,01:56:00,Cash,Completed,Germany,0,Flat White,Coffee,3.75,France,City_79,False,CoffeeHouse_5,DriveThru,Mexico
267,229,9,Frappuccino,1,4.5,4.5,124,5,2022-11-20,01:56:00,Cash,Completed,Germany,0,Frappuccino,Coffee,4.5,France,City_79,False,CoffeeHouse_5,DriveThru,Mexico
268,230,5,Flat White,1,3.75,3.75,82,44,2021-10-14,14:17:00,Cash,Completed,Brazil,0,Flat White,Coffee,3.75,Honduras,City_221,False,CoffeeHouse_44,Airport,Guatemala
270,232,3,Latte,1,3.5,3.5,44,43,2024-02-18,19:04:00,Card,Completed,Indonesia,3,Latte,Coffee,3.5,Spain,City_94,True,CoffeeHouse_43,Kiosk,UK
271,233,5,Flat White,1,3.75,3.75,86,42,2021-07-02,11:18:00,Card,Completed,UK,0,Flat White,Coffee,3.75,Indonesia,City_292,True,CoffeeHouse_42,Kiosk,Vietnam
272,234,10,Cortado,1,2.0,2.0,31,31,2021-04-20,23:14:00,Cash,Completed,Mexico,0,Cortado,Coffee,2.0,Colombia,City_249,True,CoffeeHouse_31,DriveThru,Honduras
273,234,4,Cappuccino,1,3.25,3.25,31,31,2021-04-20,23:14:00,Cash,Completed,Mexico,0,Cappuccino,Coffee,3.25,Colombia,City_249,True,CoffeeHouse_31,DriveThru,Honduras
274,235,8,Iced Latte,1,3.75,3.75,39,9,2022-02-15,06:09:00,Online,Completed,Italy,0,Iced Latte,Coffee,3.75,Canada,City_68,True,CoffeeHouse_9,DriveThru,Australia
275,236,4,Cappuccino,1,3.25,3.25,46,21,2024-07-23,05:45:00,Card,Completed,Indonesia,0,Cappuccino,Coffee,3.25,Colombia,City_122,False,CoffeeHouse_21,Airport,France
276,237,7,Cold Brew,1,3.25,3.25,196,50,2021-06-30,16:17:00,Card,Completed,Brazil,0,Cold Brew,Coffee,3.25,France,City_148,False,CoffeeHouse_50,Airport,Brazil
277,238,9,Frappuccino,1,4.5,4.5,188,24,2021-01-29,08:29:00,Mobile Wallet,Completed,Honduras,0,Frappuccino,Coffee,4.5,Italy,City_278,True,CoffeeHouse_24,Airport,Kenya
278,238,1,Espresso,1,1.5,1.5,188,24,2021-01-29,08:29:00,Mobile Wallet,Completed,Honduras,0,Espresso,Coffee,1.5,Italy,City_278,True,CoffeeHouse_24,Airport,Kenya
279,239,1,Espresso,1,1.5,1.5,27,25,2023-10-28,09:55:00,Card,Completed,Australia,0,Espresso,Coffee,1.5,Mexico,City_260,False,CoffeeHouse_25,Airport,France
281,241,9,Frappuccino,1,4.5,4.5,58,47,2021-09-26,12:30:00,Card,Completed,Brazil,0,Frappuccino,Coffee,4.5,Canada,City_110,False,CoffeeHouse_47,Airport,Australia
282,242,1,Espresso,1,1.5,1.5,164,17,2024-01-01,22:18:00,Cash,Completed,Brazil,1,Espresso,Coffee,1.5,Spain,City_171,True,CoffeeHouse_17,DriveThru,UK
283,243,3,Latte,1,3.5,3.5,107,29,2023-02-18,23:24:00,Card,Completed,Mexico,0,Latte,Coffee,3.5,Italy,City_113,True,CoffeeHouse_29,Kiosk,Brazil
284,244,3,Latte,1,3.5,3.5,26,43,2023-12-02,03:34:00,Cash,Completed,Germany,0,Latte,Coffee,3.5,Guatemala,City_257,True,CoffeeHouse_43,Kiosk,UK
285,245,5,Flat White,1,3.75,3.75,30,7,2023-10-17,06:53:00,Card,Completed,Spain,0,Flat White,Coffee,3.75,Kenya,City_30,True,CoffeeHouse_7,Kiosk,Peru
289,248,6,Mocha,1,4.0,4.0,13,7,2021-12-24,03:57:00,Mobile Wallet,Completed,Brazil,0,Mocha,Coffee,4.0,India,City_137,True,CoffeeHouse_7,Kiosk,Peru
290,248,6,Mocha,1,4.0,4.0,13,7,2021-12-24,03:57:00,Mobile Wallet,Completed,Brazil,0,Mocha,Coffee,4.0,India,City_137,True,CoffeeHouse_7,Kiosk,Peru
293,251,3,Latte,1,3.5,3.5,43,8,2021-09-29,20:09:00,Card,Completed,UK,1,Latte,Coffee,3.5,Kenya,City_99,True,CoffeeHouse_8,DriveThru,India
294,252,3,Latte,1,3.5,3.5,47,40,2023-02-17,16:39:00,Cash,Completed,Spain,0,Latte,Coffee,3.5,India,City_206,True,CoffeeHouse_40,DriveThru,Guatemala
295,253,9,Frappuccino,1,4.5,4.5,17,17,2024-09-03,19:40:00,Mobile Wallet,Completed,Kenya,5,Frappuccino,Coffee,4.5,India,City_291,False,CoffeeHouse_17,DriveThru,UK
296,254,2,Americano,1,2.5,2.5,172,22,2023-11-30,08:29:00,Mobile Wallet,Completed,Costa Rica,0,Americano,Coffee,2.5,Indonesia,City_160,False,CoffeeHouse_22,Retail,Ethiopia
298,256,4,Cappuccino,1,3.25,3.25,83,16,2022-11-09,08:01:00,Card,Completed,France,2,Cappuccino,Coffee,3.25,Germany,City_161,False,CoffeeHouse_16,DriveThru,France
299,256,7,Cold Brew,1,3.25,3.25,83,16,2022-11-09,08:01:00,Card,Completed,France,2,Cold Brew,Coffee,3.25,Germany,City_161,False,CoffeeHouse_16,DriveThru,France
300,257,8,Iced Latte,1,3.75,3.75,115,6,2023-10-18,00:36:00,Card,Completed,Spain,0,Iced Latte,Coffee,3.75,United States,City_127,True,CoffeeHouse_6,DriveThru,Vietnam
301,258,5,Flat White,1,3.75,3.75,141,1,2021-07-06,19:11:00,Online,Completed,France,5,Flat White,Coffee,3.75,Brazil,City_284,True,CoffeeHouse_1,DriveThru,Germany
302,259,10,Cortado,1,2.0,2.0,94,4,2022-04-02,03:53:00,Card,Completed,Kenya,0,Cortado,Coffee,2.0,Ethiopia,City_218,False,CoffeeHouse_4,Retail,Vietnam
303,259,6,Mocha,1,4.0,4.0,94,4,2022-04-02,03:53:00,Card,Completed,Kenya,0,Mocha,Coffee,4.0,Ethiopia,City_218,False,CoffeeHouse_4,Retail,Vietnam
304,260,2,Americano,1,2.5,2.5,91,41,2022-08-21,05:36:00,Card,Completed,Spain,0,Americano,Coffee,2.5,Vietnam,City_13,True,CoffeeHouse_41,Retail,Indonesia
305,261,4,Cappuccino,1,3.25,3.25,157,13,2022-01-20,06:30:00,Mobile Wallet,Completed,Ethiopia,1,Cappuccino,Coffee,3.25,Germany,City_292,False,CoffeeHouse_13,Kiosk,Vietnam
307,263,10,Cortado,1,2.0,2.0,2,34,2021-04-10,17:21:00,Card,Completed,Indonesia,1,Cortado,Coffee,2.0,Ethiopia,City_280,True,CoffeeHouse_34,Kiosk,France
309,265,5,Flat White,1,3.75,3.75,178,49,2022-05-24,04:33:00,Online,Completed,Germany,1,Flat White,Coffee,3.75,United States,City_145,False,CoffeeHouse_49,Retail,Australia
310,266,6,Mocha,1,4.0,4.0,192,33,2022-09-05,06:51:00,Cash,Completed,Mexico,1,Mocha,Coffee,4.0,Vietnam,City_126,True,CoffeeHouse_33,Retail,Costa Rica
311,266,9,Frappuccino,1,4.5,4.5,192,33,2022-09-05,06:51:00,Cash,Completed,Mexico,1,Frappuccino,Coffee,4.5,Vietnam,City_126,True,CoffeeHouse_33,Retail,Costa Rica
312,267,9,Frappuccino,1,4.5,4.5,173,9,2024-08-24,12:01:00,Card,Completed,UK,0,Frappuccino,Coffee,4.5,Colombia,City_116,True,CoffeeHouse_9,DriveThru,Australia
313,267,6,Mocha,1,4.0,4.0,173,9,2024-08-24,12:01:00,Card,Completed,UK,0,Mocha,Coffee,4.0,Colombia,City_116,True,CoffeeHouse_9,DriveThru,Australia
314,268,9,Frappuccino,1,4.5,4.5,171,46,2023-05-05,14:25:00,Mobile Wallet,Completed,Australia,0,Frappuccino,Coffee,4.5,Italy,City_63,True,CoffeeHouse_46,DriveThru,Italy
315,269,3,Latte,2,3.5,7.0,98,10,2021-04-19,23:19:00,Card,Completed,Brazil,1,Latte,Coffee,3.5,Indonesia,City_244,True,CoffeeHouse_10,Airport,Indonesia
316,270,2,Americano,1,2.5,2.5,76,14,2024-01-14,23:03:00,Mobile Wallet,Completed,Kenya,1,Americano,Coffee,2.5,Costa Rica,City_169,False,CoffeeHouse_14,Retail,Costa Rica
318,272,4,Cappuccino,1,3.25,3.25,176,21,2024-02-05,15:07:00,Mobile Wallet,Completed,Honduras,1,Cappuccino,Coffee,3.25,Costa Rica,City_98,True,CoffeeHouse_21,Airport,France
320,274,5,Flat White,1,3.75,3.75,45,48,2023-11-19,04:26:00,Card,Completed,Guatemala,0,Flat White,Coffee,3.75,France,City_282,True,CoffeeHouse_48,Retail,Australia
321,275,10,Cortado,1,2.0,2.0,120,46,2021-11-14,21:20:00,Online,Completed,Mexico,0,Cortado,Coffee,2.0,UK,City_125,False,CoffeeHouse_46,DriveThru,Italy
322,276,9,Frappuccino,1,4.5,4.5,147,36,2023-01-04,06:16:00,Mobile Wallet,Completed,Australia,0,Frappuccino,Coffee,4.5,Ethiopia,City_286,True,CoffeeHouse_36,Kiosk,Kenya
323,277,4,Cappuccino,1,3.25,3.25,140,35,2023-04-07,11:18:00,Card,Completed,India,5,Cappuccino,Coffee,3.25,Mexico,City_8,True,CoffeeHouse_35,DriveThru,Germany
327,279,9,Frappuccino,1,4.5,4.5,30,25,2022-06-10,12:47:00,Card,Completed,Australia,0,Frappuccino,Coffee,4.5,Kenya,City_30,True,CoffeeHouse_25,Airport,France
328,280,2,Americano,1,2.5,2.5,12,19,2024-08-27,18:21:00,Cash,Completed,Colombia,0,Americano,Coffee,2.5,Guatemala,City_233,False,CoffeeHouse_19,DriveThru,United States
329,281,2,Americano,1,2.5,2.5,162,50,2022-03-13,02:27:00,Card,Completed,Vietnam,0,Americano,Coffee,2.5,Italy,City_266,True,CoffeeHouse_50,Airport,Brazil
330,281,7,Cold Brew,1,3.25,3.25,162,50,2022-03-13,02:27:00,Card,Completed,Vietnam,0,Cold Brew,Coffee,3.25,Italy,City_266,True,CoffeeHouse_50,Airport,Brazil
331,282,5,Flat White,1,3.75,3.75,184,22,2021-03-19,19:37:00,Card,Completed,Guatemala,0,Flat White,Coffee,3.75,Ethiopia,City_226,False,CoffeeHouse_22,Retail,Ethiopia
332,283,2,Americano,1,2.5,2.5,116,41,2023-04-09,21:53:00,Card,Completed,Colombia,1,Americano,Coffee,2.5,Kenya,City_65,True,CoffeeHouse_41,Retail,Indonesia
333,284,5,Flat White,1,3.75,3.75,150,3,2021-05-29,10:17:00,Cash,Completed,Mexico,1,Flat White,Coffee,3.75,Germany,City_51,False,CoffeeHouse_3,DriveThru,Kenya
334,285,3,Latte,1,3.5,3.5,113,25,2023-03-21,18:37:00,Card,Completed,Vietnam,0,Latte,Coffee,3.5,Guatemala,City_42,True,CoffeeHouse_25,Airport,France
335,285,3,Latte,1,3.5,3.5,113,25,2023-03-21,18:37:00,Card,Completed,Vietnam,0,Latte,Coffee,3.5,Guatemala,City_42,True,CoffeeHouse_25,Airport,France
336,286,9,Frappuccino,1,4.5,4.5,187,42,2023-02-04,20:21:00,Card,Completed,Canada,3,Frappuccino,Coffee,4.5,Colombia,City_169,False,CoffeeHouse_42,Kiosk,Vietnam
337,286,1,Espresso,1,1.5,1.5,187,42,2023-02-04,20:21:00,Card,Completed,Canada,3,Espresso,Coffee,1.5,Colombia,City_169,False,CoffeeHouse_42,Kiosk,Vietnam
